,period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2534,2021-05-31,0.873,37.4074938,21.99282026,675429720.0,1.99809024,-0.01215791,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,8.05,KS,Kansas City,Office
2535,2021-06-30,0.873,37.4074938,21.99282026,675429720.0,1.99809024,-0.01215791,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,7.79,KS,Kansas City,Office
2536,2021-07-31,0.873,37.4074938,21.99282026,675429720.0,1.99809024,0.05084569,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,8.91,KS,Kansas City,Office
2537,2021-08-31,0.873,37.4074938,21.99282026,675429720.0,1.99809024,0.04581084,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,9.85,KS,Kansas City,Office
2538,2021-09-30,0.873,37.4074938,21.99282026,675429720.0,1.99809024,0.04581084,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,10.37,KS,Kansas City,Office
2539,2021-10-31,0.873,37.4074938,21.99282026,675429720.0,1.99809024,0.07472637,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,9.32,KS,Kansas City,Office
2540,2021-11-30,0.873,37.4074938,21.99282026,675429720.0,1.99809024,0.07472637,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,9.44,KS,Kansas City,Office
2541,2021-12-31,0.873,37.4074938,21.99282026,675429720.0,1.99809024,0.07472637,47.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,7.76,KS,Kansas City,Office
2542,2022-01-31,0.873,37.28932154,21.99282026,675429720.0,1.99809024,0.0566812,47.0,8.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,9.47,KS,Kansas City,Office
2543,2022-02-28,0.86396748,37.38939661,22.96455548,691130280.0,2.3272172,0.05659395,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.62,KS,Kansas City,Office
2544,2022-03-31,0.86396748,37.38939661,22.96455548,691130280.0,2.3272172,0.05659395,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,12.26,KS,Kansas City,Office
2545,2022-04-30,0.858,37.38939661,22.96455548,691130280.0,2.3272172,0.07260489,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.84,KS,Kansas City,Office
2546,2022-05-31,0.858,37.38939661,22.96455548,691130280.0,2.3272172,0.07260489,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.09,KS,Kansas City,Office
2547,2022-06-30,0.858,37.38939661,22.96455548,691130280.0,2.3272172,0.07260489,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,12.15,KS,Kansas City,Office
2548,2022-07-31,0.858,37.38939661,22.96455548,691130280.0,2.3272172,0.06228372,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,11.17,KS,Kansas City,Office
2549,2022-08-31,0.858,37.38939661,22.96455548,691130280.0,2.3272172,0.02037884,37.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.46,KS,Kansas City,Office
2550,2022-09-30,0.858,37.38939661,22.96455548,691130280.0,2.3272172,-0.01431253,37.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,9.09,KS,Kansas City,Office
2551,2022-10-31,0.858,37.38939661,22.96455548,691130280.0,2.3272172,-0.01431253,37.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,8.22,KS,Kansas City,Office
2552,2022-11-30,0.858,37.38939661,22.96455548,691130280.0,2.3272172,-0.0839949,37.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,9.08,KS,Kansas City,Office
2553,2022-12-31,0.858,37.38939661,22.96455548,691130280.0,2.3272172,-0.0839949,37.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,7.84,KS,Kansas City,Office
2554,2023-01-31,0.858,37.66757842,22.96455548,691130280.0,2.3272172,-0.08542713,37.0,10.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.53,KS,Kansas City,Office
2555,2023-02-28,0.86480495,37.66757842,22.94984432,455434800.0,2.33095525,-0.13475778,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.88,KS,Kansas City,Office
2556,2023-03-31,0.86480495,37.66757842,22.94984432,455434800.0,2.33095525,-0.13475778,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.32,KS,Kansas City,Office
2557,2023-04-30,0.8304,37.66757842,22.94984432,455434800.0,2.33095525,-0.26086901,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,10.68,KS,Kansas City,Office
2558,2023-05-31,0.8304,37.66757842,22.94984432,455434800.0,2.33095525,-0.26086901,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.13,KS,Kansas City,Office
2559,2023-06-30,0.8304,37.52991883,22.94984432,455434800.0,2.33095525,-0.28235016,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,7.53,KS,Kansas City,Office
2560,2023-07-31,0.8304,37.52991883,22.94984432,455434800.0,2.33095525,-0.28235016,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,7.3,KS,Kansas City,Office
2561,2023-08-31,0.8304,37.52991883,22.94984432,455434800.0,2.33095525,-0.33027094,42.0,17.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,7.61,KS,Kansas City,Office
2562,2019-01-31,0.89831995,37.21567907,21.74298018,588594587.0,1.82285108,-0.00874574,39.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.82,KS,Kansas City,Mall
2563,2019-02-28,0.89701413,37.21567907,21.74298018,588594587.0,1.82285108,-0.00874574,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.16,KS,Kansas City,Mall
2564,2019-03-31,0.89701413,37.21567907,21.72544456,588594587.0,1.82202815,-0.00874574,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.31,KS,Kansas City,Mall
2565,2019-04-30,0.89701413,37.21567907,21.72544456,588594587.0,1.82202815,-0.0072326,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.0,KS,Kansas City,Mall
2566,2019-05-31,0.89701413,37.21567907,21.72544456,588594587.0,1.82202815,-0.0072326,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,2.23,KS,Kansas City,Mall
2567,2019-06-30,0.89701413,37.21567907,21.72544456,588594587.0,1.82202815,-0.00836714,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,2.74,KS,Kansas City,Mall
2568,2019-07-31,0.89701413,37.21567907,21.72544456,588594587.0,1.82202815,-0.00836714,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,2.32,KS,Kansas City,Mall
2569,2019-08-31,0.88605689,37.37975775,21.99282026,675429720.0,1.99809024,-0.0052822,34.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.16,KS,Kansas City,Mall
2570,2019-09-30,0.88605689,37.37975775,21.99282026,675429720.0,1.99809024,-0.0052822,34.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.56,KS,Kansas City,Mall
2571,2019-10-31,0.886,37.37975775,21.99282026,675429720.0,1.99809024,0.00769741,34.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,4.56,KS,Kansas City,Mall
2572,2019-11-30,0.886,37.37975775,21.99282026,675429720.0,1.99809024,0.00769741,34.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,4.41,KS,Kansas City,Mall
2573,2019-12-31,0.886,37.37975775,21.99282026,675429720.0,1.99809024,0.00769741,34.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.25,KS,Kansas City,Mall
2574,2020-01-31,0.88605479,37.37975775,21.99282026,675429720.0,1.99809024,0.00648022,34.0,27.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,3.78,KS,Kansas City,Mall
2575,2020-02-29,0.89438839,37.37975775,21.99282026,675429720.0,1.99809024,0.00648022,34.0,27.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,5.15,KS,Kansas City,Mall
2576,2020-03-31,0.89438839,37.37975775,21.99282026,675429720.0,1.99809024,0.00648022,34.0,27.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,5.73,KS,Kansas City,Mall
2577,2020-04-30,0.89405517,37.37975775,21.99282026,675429720.0,1.99809024,0.00342035,34.0,27.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,6.44,KS,Kansas City,Mall
2578,2020-05-31,0.89405517,37.37975775,21.99282026,675429720.0,1.99809024,-0.16215001,34.0,27.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,6.78,KS,Kansas City,Mall
2579,2020-06-30,0.89405517,37.37975775,21.99282026,675429720.0,1.99809024,-0.16215001,34.0,27.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,5.48,KS,Kansas City,Mall
2580,2020-07-31,0.89607045,37.37975775,21.99282026,675429720.0,1.99809024,-0.16215002,34.0,27.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,6.62,KS,Kansas City,Mall
2581,2020-08-31,0.89607045,37.4074938,21.99282026,675429720.0,1.99809024,-0.16275899,43.0,5.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,8.25,KS,Kansas City,Mall
2582,2020-09-30,0.89607045,37.4074938,21.99282026,675429720.0,1.99809024,-0.17583528,43.0,5.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,6.13,KS,Kansas City,Mall
2583,2020-10-31,0.89607045,37.4074938,21.99282026,675429720.0,1.99809024,-0.17583528,43.0,5.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,9.06,KS,Kansas City,Mall
2584,2020-11-30,0.89607045,37.4074938,21.99282026,675429720.0,1.99809024,-0.17583528,43.0,5.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,9.35,KS,Kansas City,Mall
2585,2020-12-31,0.89607045,37.4074938,21.99282026,675429720.0,1.99809024,-0.17583528,43.0,5.0,117.36,1.23,2.53,72963.23,12.27,87.58,0.14,64.64,54603.78,139251.09,37.6,4.53,0.34,0.29,66.43,0.6,-1.89,96.77,8.51,KS,Kansas City,Mall
2586,2021-01-31,0.896,37.4074938,21.99282026,675429720.0,1.99809024,-0.15399213,43.0,5.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,6.2,KS,Kansas City,Mall
2587,2021-02-28,0.8797672,37.4074938,21.99282026,675429720.0,1.99809024,-0.11685681,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,8.05,KS,Kansas City,Mall
2588,2021-03-31,0.8797672,37.4074938,21.99282026,675429720.0,1.99809024,-0.11685681,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,7.22,KS,Kansas City,Mall
2589,2021-04-30,0.87214889,37.4074938,21.99282026,675429720.0,1.99809024,-0.12038459,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,7.59,KS,Kansas City,Mall
2590,2021-05-31,0.87214889,37.4074938,21.99282026,675429720.0,1.99809024,-0.12038459,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,8.05,KS,Kansas City,Mall
2591,2021-06-30,0.87214889,37.4074938,21.99282026,675429720.0,1.99809024,-0.12038459,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,7.79,KS,Kansas City,Mall
2592,2021-07-31,0.87199927,37.4074938,21.99282026,675429720.0,1.99809024,0.12186062,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,8.91,KS,Kansas City,Mall
2593,2021-08-31,0.87199927,37.4074938,21.99282026,675429720.0,1.99809024,0.13353771,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,9.85,KS,Kansas City,Mall
2594,2021-09-30,0.87199927,37.4074938,21.99282026,675429720.0,1.99809024,0.13353771,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,10.37,KS,Kansas City,Mall
2595,2021-10-31,0.87179151,37.4074938,21.99282026,675429720.0,1.99809024,0.28534775,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,9.32,KS,Kansas City,Mall
2596,2021-11-30,0.87179151,37.4074938,21.99282026,675429720.0,1.99809024,0.28534775,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,9.44,KS,Kansas City,Mall
2597,2021-12-31,0.87179151,37.4074938,21.99282026,675429720.0,1.99809024,0.28534775,41.0,8.0,122.86,4.68,2.46,73900.0,12.21,87.64,0.14,64.67,57577.97,144228.37,37.88,4.55,0.04,-0.01,66.66,0.26,5.73,-31.14,7.76,KS,Kansas City,Mall
2598,2022-01-31,0.87262821,37.28932154,21.99282026,675429720.0,1.99809024,0.31832667,43.0,8.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,9.47,KS,Kansas City,Mall
2599,2022-02-28,0.86001508,37.38939661,22.96455548,691130280.0,2.3272172,0.32184309,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.62,KS,Kansas City,Mall
2600,2022-03-31,0.86001508,37.38939661,22.96455548,691130280.0,2.3272172,0.32184309,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,12.26,KS,Kansas City,Mall
2601,2022-04-30,0.87435771,37.38939661,22.96455548,691130280.0,2.3272172,0.38615389,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.84,KS,Kansas City,Mall
2602,2022-05-31,0.87435771,37.38939661,22.96455548,691130280.0,2.3272172,0.38615389,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.09,KS,Kansas City,Mall
2603,2022-06-30,0.87435771,37.38939661,22.96455548,691130280.0,2.3272172,0.38615389,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,12.15,KS,Kansas City,Mall
2604,2022-07-31,0.87348516,37.38939661,22.96455548,691130280.0,2.3272172,0.20403297,39.0,23.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,11.17,KS,Kansas City,Mall
2605,2022-08-31,0.87348516,37.38939661,22.96455548,691130280.0,2.3272172,0.11950345,38.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,10.46,KS,Kansas City,Mall
2606,2022-09-30,0.87438076,37.38939661,22.96455548,691130280.0,2.3272172,-0.00875263,38.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,9.09,KS,Kansas City,Mall
2607,2022-10-31,0.87438076,37.38939661,22.96455548,691130280.0,2.3272172,-0.00875263,38.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,8.22,KS,Kansas City,Mall
2608,2022-11-30,0.87438076,37.38939661,22.96455548,691130280.0,2.3272172,-0.09304135,38.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,9.08,KS,Kansas City,Mall
2609,2022-12-31,0.87438076,37.38939661,22.96455548,691130280.0,2.3272172,-0.09304135,38.0,10.0,132.69,8.0,2.45,75820.71,12.15,87.69,0.14,64.82,58250.79,143859.3,38.12,4.57,0.45,0.4,66.86,0.66,1.83,-32.34,7.84,KS,Kansas City,Mall
2610,2023-01-31,0.88596474,37.66757842,22.96455548,691130280.0,2.3272172,-0.09010284,38.0,10.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.53,KS,Kansas City,Mall
2611,2023-02-28,0.94237011,37.66757842,22.94984432,455434800.0,2.33095525,-0.08626784,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.88,KS,Kansas City,Mall
2612,2023-03-31,0.94237011,37.66757842,22.94984432,455434800.0,2.33095525,-0.08626784,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.32,KS,Kansas City,Mall
2613,2023-04-30,0.94180726,37.66757842,22.94984432,455434800.0,2.33095525,-0.13847601,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,10.68,KS,Kansas City,Mall
2614,2023-05-31,0.94180726,37.66757842,22.94984432,455434800.0,2.33095525,-0.13847601,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,9.13,KS,Kansas City,Mall
2615,2023-06-30,0.94180726,37.66757842,22.94984432,455434800.0,2.33095525,-0.13847601,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,7.53,KS,Kansas City,Mall
2616,2023-07-31,0.94180726,37.52991883,22.94984432,455434800.0,2.33095525,-0.04875465,45.0,24.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,7.3,KS,Kansas City,Mall
2617,2023-08-31,0.94180722,37.52991883,22.94984432,455434800.0,2.33095525,-0.05026824,42.0,17.0,138.21,4.16,2.45,77701.39,12.11,87.74,0.14,64.99,59137.02,146812.29,38.34,4.58,0.4,0.36,67.04,0.59,2.12,19.77,7.61,KS,Kansas City,Mall
2618,2019-01-31,0.91096096,37.21567907,21.74298018,588594587.0,1.82285108,0.05455031,39.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.82,KS,Kansas City,Industrial
2619,2019-02-28,0.9218377,37.21567907,21.74298018,588594587.0,1.82285108,0.05455031,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.16,KS,Kansas City,Industrial
2620,2019-03-31,0.9218377,37.21567907,21.72544456,588594587.0,1.82202815,0.05455031,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.31,KS,Kansas City,Industrial
2621,2019-04-30,0.92478978,37.21567907,21.72544456,588594587.0,1.82202815,0.05321708,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.0,KS,Kansas City,Industrial
2622,2019-05-31,0.92478978,37.21567907,21.72544456,588594587.0,1.82202815,0.05321708,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,2.23,KS,Kansas City,Industrial
2623,2019-06-30,0.92517197,37.21567907,21.72544456,588594587.0,1.82202815,0.02962316,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,2.74,KS,Kansas City,Industrial
2624,2019-07-31,0.92517197,37.21567907,21.72544456,588594587.0,1.82202815,0.02962316,39.0,28.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,2.32,KS,Kansas City,Industrial
2625,2019-08-31,0.92601007,37.37975775,21.99282026,675429720.0,1.99809024,0.06887448,34.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.16,KS,Kansas City,Industrial
2626,2019-09-30,0.92601007,37.37975775,21.99282026,675429720.0,1.99809024,0.06887448,34.0,27.0,115.93,1.82,2.56,70215.0,12.33,87.52,0.14,65.21,55994.66,136782.85,37.16,4.48,0.46,0.4,66.16,0.74,2.57,-6.06,3.56,KS,Kansas City,Industrial
